Numero,Titulo,Tutorial,Combinación,Titulo para word,Covers,ListCovers,ListTutorial
10018,La Que Me Gusta(Los Amigos Invisibles),https://youtu.be/4dgJMre6W38,"Song('La Que Me Gusta(Los Amigos Invisibles)10018', 'https://youtu.be/4dgJMre6W38'),",La Que Me Gusta(Los Amigos Invisibles)10018,https://youtu.be/Yquy0p86brc,"Cover('La Que Me Gusta(Los Amigos Invisibles)10018', 'https://youtu.be/Yquy0p86brc'),","Tutoriales('La Que Me Gusta(Los Amigos Invisibles)10018', 'https://youtu.be/4dgJMre6W38'),"
10049,Labios Rotos(Zoé),https://youtu.be/8iCzBug4Ayo,"Song('Labios Rotos(Zoé)10049', 'https://youtu.be/8iCzBug4Ayo'),",Labios Rotos(Zoé)10049,https://youtu.be/KGyuQV2GZmc,"Cover('Labios Rotos(Zoé)10049', 'https://youtu.be/KGyuQV2GZmc'),","Tutoriales('Labios Rotos(Zoé)10049', 'https://youtu.be/8iCzBug4Ayo'),"
10021,Llorona(Angela Aguilar),https://youtu.be/IGqptlXgtHM,"Song('Llorona(Angela Aguilar)10021', 'https://youtu.be/IGqptlXgtHM'),",Llorona(Angela Aguilar)10021,,,"Tutoriales('Llorona(Angela Aguilar)10021', 'https://youtu.be/IGqptlXgtHM'),"
10066,Luz de Día(Enanitos Verdes),,"Song('Luz de Día(Enanitos Verdes)10066', ''),",Luz de Día(Enanitos Verdes)10066,https://youtu.be/4brIpI8-enQ,"Cover('Luz de Día(Enanitos Verdes)10066', 'https://youtu.be/4brIpI8-enQ'),","Tutoriales('Luz de Día(Enanitos Verdes)10066', ''),"
10041,Mariposa Traicionera(Maná),https://youtu.be/H1MiFwQ5Q5o,"Song('Mariposa Traicionera(Maná)10041', 'https://youtu.be/H1MiFwQ5Q5o'),",Mariposa Traicionera(Maná)10041,https://youtu.be/nBTGA_Eo4UU,"Cover('Mariposa Traicionera(Maná)10041', 'https://youtu.be/nBTGA_Eo4UU'),","Tutoriales('Mariposa Traicionera(Maná)10041', 'https://youtu.be/H1MiFwQ5Q5o'),"
10048,Mi Novia Se Me Está Poniendo Vieja(Ricardo Arjona),https://youtu.be/uju1oqcNsBs,"Song('Mi Novia Se Me Está Poniendo Vieja(Ricardo Arjona)10048', 'https://youtu.be/uju1oqcNsBs'),",Mi Novia Se Me Está Poniendo Vieja(Ricardo Arjona)10048,https://youtu.be/6Pz1qDvHXDs,"Cover('Mi Novia Se Me Está Poniendo Vieja(Ricardo Arjona)10048', 'https://youtu.be/6Pz1qDvHXDs'),","Tutoriales('Mi Novia Se Me Está Poniendo Vieja(Ricardo Arjona)10048', 'https://youtu.be/uju1oqcNsBs'),"
10003,Mi Verdad (Maná &Shakira),https://youtu.be/y7B1JWhArNk,"Song('Mi Verdad (Maná &Shakira)10003', 'https://youtu.be/y7B1JWhArNk'),",Mi Verdad (Maná &Shakira)10003,https://youtu.be/fkopb9erZg8,"Cover('Mi Verdad (Maná &Shakira)10003', 'https://youtu.be/fkopb9erZg8'),","Tutoriales('Mi Verdad (Maná &Shakira)10003', 'https://youtu.be/y7B1JWhArNk'),"
10050,Nada(Zoé),https://youtu.be/jPsInIIRfBo,"Song('Nada(Zoé)10050', 'https://youtu.be/jPsInIIRfBo'),",Nada(Zoé)10050,https://youtu.be/uBSWrcjSgbY,"Cover('Nada(Zoé)10050', 'https://youtu.be/uBSWrcjSgbY'),","Tutoriales('Nada(Zoé)10050', 'https://youtu.be/jPsInIIRfBo'),"
10032,Never Tear Us Apart(INXS),https://youtu.be/JH9IfvqIZTs,"Song('Never Tear Us Apart(INXS)10032', 'https://youtu.be/JH9IfvqIZTs'),",Never Tear Us Apart(INXS)10032,https://youtu.be/QUY2LzIIIyU,"Cover('Never Tear Us Apart(INXS)10032', 'https://youtu.be/QUY2LzIIIyU'),","Tutoriales('Never Tear Us Apart(INXS)10032', 'https://youtu.be/JH9IfvqIZTs'),"
10028,No Me Destruyas(Zoé),https://youtu.be/VvYfpoM1F5M,"Song('No Me Destruyas(Zoé)10028', 'https://youtu.be/VvYfpoM1F5M'),",No Me Destruyas(Zoé)10028,https://youtu.be/DxNGkbHHTJM,"Cover('No Me Destruyas(Zoé)10028', 'https://youtu.be/DxNGkbHHTJM'),","Tutoriales('No Me Destruyas(Zoé)10028', 'https://youtu.be/VvYfpoM1F5M'),"
10047,No Te Apartes de Mí(Vicentico),https://youtu.be/y9yRBehpwno,"Song('No Te Apartes de Mí(Vicentico)10047', 'https://youtu.be/y9yRBehpwno'),",No Te Apartes de Mí(Vicentico)10047,https://youtu.be/zNDiNdLomVc,"Cover('No Te Apartes de Mí(Vicentico)10047', 'https://youtu.be/zNDiNdLomVc'),","Tutoriales('No Te Apartes de Mí(Vicentico)10047', 'https://youtu.be/y9yRBehpwno'),"
10043,Para Empezar(Leonel García),https://youtu.be/Yo-ESz0LikY,"Song('Para Empezar(Leonel García)10043', 'https://youtu.be/Yo-ESz0LikY'),",Para Empezar(Leonel García)10043,https://youtu.be/jsarh8UwVPk,"Cover('Para Empezar(Leonel García)10043', 'https://youtu.be/jsarh8UwVPk'),","Tutoriales('Para Empezar(Leonel García)10043', 'https://youtu.be/Yo-ESz0LikY'),"
10023,Para Que Tú No Llores(Antonio Carmona),https://youtu.be/8J5EeORZFlI,"Song('Para Que Tú No Llores(Antonio Carmona)10023', 'https://youtu.be/8J5EeORZFlI'),",Para Que Tú No Llores(Antonio Carmona)10023,https://youtu.be/4jXlwS-2kdU,"Cover('Para Que Tú No Llores(Antonio Carmona)10023', 'https://youtu.be/4jXlwS-2kdU'),","Tutoriales('Para Que Tú No Llores(Antonio Carmona)10023', 'https://youtu.be/8J5EeORZFlI'),"
10010,Perdón(Vicente&Alejandro Fernandez),https://youtu.be/WVJCyfp4oG4,"Song('Perdón(Vicente&Alejandro Fernandez)10010', 'https://youtu.be/WVJCyfp4oG4'),",Perdón(Vicente&Alejandro Fernandez)10010,https://youtu.be/W-kJTPweBIQ,"Cover('Perdón(Vicente&Alejandro Fernandez)10010', 'https://youtu.be/W-kJTPweBIQ'),","Tutoriales('Perdón(Vicente&Alejandro Fernandez)10010', 'https://youtu.be/WVJCyfp4oG4'),"
10026,Piel Canela(CUCO),https://youtu.be/K9NW_Ox71-o,"Song('Piel Canela(CUCO)10026', 'https://youtu.be/K9NW_Ox71-o'),",Piel Canela(CUCO)10026,,,"Tutoriales('Piel Canela(CUCO)10026', 'https://youtu.be/K9NW_Ox71-o'),"
10013,Piensa en Mí(Liran Roll),https://youtu.be/tBv31WKBKX8,"Song('Piensa en Mí(Liran Roll)10013', 'https://youtu.be/tBv31WKBKX8'),",Piensa en Mí(Liran Roll)10013,,,"Tutoriales('Piensa en Mí(Liran Roll)10013', 'https://youtu.be/tBv31WKBKX8'),"
10000,Por Amor(Roberto Carlos),https://youtu.be/MP2DLpEbgHU,"Song('Por Amor(Roberto Carlos)10000', 'https://youtu.be/MP2DLpEbgHU'),",Por Amor(Roberto Carlos)10000,,,"Tutoriales('Por Amor(Roberto Carlos)10000', 'https://youtu.be/MP2DLpEbgHU'),"
10062,Pupilas Lejanas(Los Pericos),https://youtu.be/WjQvw78uVoA,"Song('Pupilas Lejanas(Los Pericos)10062', 'https://youtu.be/WjQvw78uVoA'),",Pupilas Lejanas(Los Pericos)10062,https://youtu.be/SFFnitivYwg,"Cover('Pupilas Lejanas(Los Pericos)10062', 'https://youtu.be/SFFnitivYwg'),","Tutoriales('Pupilas Lejanas(Los Pericos)10062', 'https://youtu.be/WjQvw78uVoA'),"
10054,Que Lloro(Sin Bandera),https://youtu.be/aYaNBDcOtfY,"Song('Que Lloro(Sin Bandera)10054', 'https://youtu.be/aYaNBDcOtfY'),",Que Lloro(Sin Bandera)10054,https://youtu.be/CaQLHL0m_h0,"Cover('Que Lloro(Sin Bandera)10054', 'https://youtu.be/CaQLHL0m_h0'),","Tutoriales('Que Lloro(Sin Bandera)10054', 'https://youtu.be/aYaNBDcOtfY'),"
10060,Rayando el Sol(Maná),https://youtu.be/MX8rpuQ-wf0,"Song('Rayando el Sol(Maná)10060', 'https://youtu.be/MX8rpuQ-wf0'),",Rayando el Sol(Maná)10060,https://youtu.be/ikSiAx5MzJ8,"Cover('Rayando el Sol(Maná)10060', 'https://youtu.be/ikSiAx5MzJ8'),","Tutoriales('Rayando el Sol(Maná)10060', 'https://youtu.be/MX8rpuQ-wf0'),"
10063,Recuerdas(Leonel García),https://youtu.be/jZfndSPDvR8,"Song('Recuerdas(Leonel García)10063', 'https://youtu.be/jZfndSPDvR8'),",Recuerdas(Leonel García)10063,https://youtu.be/8DlglnZdLHQ,"Cover('Recuerdas(Leonel García)10063', 'https://youtu.be/8DlglnZdLHQ'),","Tutoriales('Recuerdas(Leonel García)10063', 'https://youtu.be/jZfndSPDvR8'),"
